0,0,0.523922,0,0,0,0,0,0,0,0,0.0855383,0.384922,0.0534614,0,0,0,0,0,0,0,0.106923,0.416999,0,0,0,0,0,0.117615,0.363538,0.0106923,0,0,0.0213846,0,0.0106923,0,0.0641537,0.0855383,0.0534614,0.074846,0.0427691,0.106923,0.0534614,0.0427691,0.139,0.0534614,0.0534614,0.139,0.0855383,0.0213846,0.0106923,0.0213846,0,0.0427691,0.0641537,0.0427691,0.0320768,0.0534614,0.0641537,0.0855383,0.0534614,0.0855383,0,0.0213846,0.0213846,0.0320768,0.0427691,0.139,0.139,0.128307,0,0.074846,0.0962305,0.160384,0.0855383,0.0641537,0.0106923,0.0106923,0.0106923,0.0106923,pantheon.png
0,0.0695842,0.498687,0,0,0,0,0,0,0,0,0.347921,0.22035,0,0,0,0,0,0,0,0,0.243545,0.324726,0,0,0,0,0.0115974,0.150766,0.359518,0.0231947,0,0.0115974,0.0115974,0,0,0,0.127571,0.185558,0.0579868,0.0579868,0.0347921,0.0579868,0,0.0463895,0.0579868,0.0463895,0.0347921,0.0463895,0.0695842,0.0579868,0.115974,0.115974,0.0231947,0.0579868,0.092779,0.0463895,0.0347921,0.092779,0.0347921,0.104376,0.0347921,0.0695842,0.0231947,0.0231947,0.0231947,0.0115974,0.0463895,0.139168,0.127571,0.139168,0.0347921,0.0463895,0.092779,0.139168,0.0579868,0.0347921,0.0463895,0.0695842,0.0811816,0,pantheon.png
0,0.011382,0.546337,0,0,0,0,0,0,0,0,0.261787,0.273169,0.022764,0,0,0,0,0,0,0,0.204876,0.352843,0,0,0,0,0.011382,0.11382,0.364225,0.022764,0,0.011382,0.022764,0,0.011382,0,0.102438,0.147966,0.0569101,0.0569101,0.0455281,0.0910562,0.011382,0.0455281,0.102438,0.0569101,0.0455281,0.0569101,0.0682921,0.0455281,0.0682921,0.102438,0.011382,0.0569101,0.0910562,0.0455281,0.022764,0.0796742,0.0682921,0.0796742,0.0455281,0.0682921,0.022764,0.022764,0.011382,0.011382,0.0455281,0.11382,0.147966,0.159348,0.022764,0.0569101,0.0910562,0.147966,0.0910562,0.0569101,0.0341461,0.0341461,0.0455281,0,pantheon.png
0,0,0.555421,0,0,0,0,0,0,0,0,0.181362,0.317384,0.0566756,0,0,0,0,0,0,0,0.181362,0.374059,0,0,0,0,0.0113351,0.124686,0.328719,0.0340054,0.0113351,0.0113351,0.0226703,0,0.0113351,0,0.090681,0.102016,0.0453405,0.0453405,0.0566756,0.124686,0.0340054,0.0566756,0.136022,0.0793459,0.0566756,0.0680108,0.0680108,0.0340054,0.0340054,0.0793459,0,0.0340054,0.0680108,0.0453405,0.0226703,0.0680108,0.0680108,0.102016,0.0566756,0.090681,0.0226703,0.0226703,0.0113351,0.0113351,0.0453405,0.136022,0.136022,0.170027,0,0.0680108,0.102016,0.147357,0.113351,0.0680108,0.0113351,0.0340054,0.0113351,0,pantheon.png
0,0,0,0.285626,0.274201,0,0,0,0,0,0,0,0.0914002,0.468426,0,0,0,0,0,0,0,0,0,0.445576,0.11425,0,0,0.011425,0.0342751,0.0228501,0.0457001,0.0914002,0.0799752,0.1371,0.11425,0.0228501,0.15995,0.0685502,0.0685502,0.0685502,0.0685502,0.0457001,0.0571251,0,0.0228501,0,0.011425,0.0342751,0.011425,0.011425,0.125675,0.342751,0,0.0228501,0.0457001,0.0799752,0.125675,0.0228501,0.011425,0.0914002,0.0914002,0.0914002,0,0.0571251,0.0914002,0.0685502,0.1371,0.102825,0,0.0228501,0,0.0799752,0.0571251,0.148525,0.011425,0,0.0685502,0,0.0914002,0.0228501,0.15995,pantheon.png
0,0,0,0.24665,0.328866,0,0,0,0,0,0,0,0.0587261,0.434573,0.0822165,0,0,0,0,0,0,0,0,0.375847,0.199669,0,0,0.0587261,0.0469809,0.0352356,0.0469809,0.0704713,0.0587261,0.117452,0.117452,0.0234904,0.117452,0.0704713,0.0704713,0.0587261,0.0822165,0.0822165,0.0704713,0,0.0234904,0,0,0.0234904,0.0117452,0,0.0939617,0.422828,0,0.0234904,0.0469809,0.0939617,0.140943,0.0587261,0.0352356,0.0469809,0.0704713,0.0822165,0,0.0587261,0.117452,0.0587261,0.105707,0.0939617,0,0.0234904,0,0.117452,0.0587261,0.140943,0.0117452,0,0.0704713,0,0.140943,0.0234904,0.129197,pantheon.png
0,0,0,0.209345,0.360538,0,0,0,0,0,0,0,0.0348908,0.372169,0.162824,0,0,0,0,0,0,0,0,0.290757,0.279126,0,0,0.104672,0.0581513,0.0465211,0.0581513,0.0697816,0.0465211,0.0697816,0.104672,0.0116303,0.0697816,0.0581513,0.0697816,0.0581513,0.0814119,0.139563,0.0697816,0,0.0232605,0,0,0.0116303,0,0,0.0348908,0.476841,0.0232605,0.0232605,0.0581513,0.0930421,0.151193,0.0930421,0.0581513,0.0348908,0.0348908,0.0465211,0,0.0465211,0.139563,0.0465211,0.0697816,0.0814119,0,0.0348908,0,0.151193,0.0581513,0.116303,0.0116303,0,0.0581513,0,0.186084,0.0465211,0.0930421,pantheon.png
0,0.247093,0.329457,0,0,0,0,0,0,0,0,0.529485,0.0470653,0,0,0,0,0,0,0,0.0117663,0.294158,0.235327,0.035299,0,0,0,0.0117663,0.247093,0.270626,0.0117663,0,0.0117663,0.0117663,0,0.0117663,0,0.152962,0.188261,0.0470653,0.035299,0.035299,0.0588317,0,0.0588317,0,0.035299,0.035299,0.0235327,0.070598,0.0823643,0.152962,0.141196,0.035299,0.0588317,0.0823643,0.0117663,0.0588317,0.0823643,0.035299,0.141196,0.070598,0.035299,0.0823643,0.0823643,0.035299,0.0235327,0.035299,0.0470653,0.117663,0.117663,0.035299,0.070598,0.0588317,0.070598,0.035299,0.0470653,0.0823643,0.105897,0.0941307,0.0117663,pantheon.png
0,0.16768,0.419199,0,0,0,0,0,0,0,0,0.467108,0.119771,0,0,0,0,0,0,0,0,0.263497,0.287451,0.0359314,0,0,0,0.0119771,0.203611,0.299428,0.0119771,0,0.0119771,0.0239542,0,0.0239542,0,0.155703,0.179657,0.0598856,0.0359314,0.0479085,0.0479085,0,0.0598856,0.0119771,0.0479085,0.0359314,0.0239542,0.0718627,0.0718627,0.155703,0.143725,0.0239542,0.0598856,0.0598856,0.0359314,0.0479085,0.095817,0.0359314,0.131748,0.0718627,0.0479085,0.0598856,0.0718627,0.0119771,0.0359314,0.0598856,0.0598856,0.131748,0.131748,0.0239542,0.0718627,0.0838398,0.119771,0.0239542,0.0119771,0.0718627,0.095817,0.0838398,0.0239542,pantheon.png
0,0,0.570965,0,0,0,0,0,0,0,0,0.128176,0.314614,0.0932188,0.0349571,0,0,0,0,0,0,0.19809,0.372875,0,0,0,0,0.0116524,0.163133,0.256352,0.0233047,0.0116524,0.0116524,0.0466094,0,0.0466094,0,0.0699141,0.0349571,0.0349571,0.0466094,0.0699141,0.163133,0.104871,0.0466094,0.19809,0.116524,0.0932188,0.0349571,0.0466094,0.0349571,0.0116524,0.0349571,0,0.0699141,0.0582618,0.0233047,0.0233047,0.0699141,0.0582618,0.116524,0.0932188,0.0582618,0.0233047,0.0699141,0.0233047,0.0349571,0.0582618,0.0932188,0.128176,0.128176,0.0116524,0.0932188,0.0699141,0.139828,0.116524,0.0699141,0,0.0233047,0,0.0582618,pantheon.png
